title,openTypeList,detail
长江玉6号,植物##玉米##种子##经济作物,长江玉6号，原名“P71”，由南通志飞玉米研究所以P28×P84配组，于2006年育成，南通市长江种子公司申请审定，属中熟半紧凑型普通玉米。
国华棉1号,棉花##植物##种子##经济作物,国华棉1号由合肥丰乐种业股份有限公司于2005年育成，盐城市种业有限公司申请审定，属转基因抗虫棉杂交一代种。该品种出苗好，长势强，整齐度好。株型紧凑，茎秆粗壮，茸毛较少，叶片中等大小，叶色较深，铃卵圆形，吐絮畅。省区试平均结果：生育期136天，株高108.9厘米，单株果枝数18.3台，单株结铃数29.3个，单铃重6.4克，衣分42.0%，子指10.6克，霜前花率85.1%。耐枯萎病，感黄萎病，抗棉铃虫。2009年生产试验平均子棉亩产278.7公斤，皮棉亩产120.0公斤。适宜在江苏省枯萎病轻病区、非黄萎病区种植。
太仓602,棉花##植物##种子##经济作物,“太仓602”是由太仓市棉花育种中心和江苏省农业科学院生物技术研究所以苏棉16号选系×R3，于2006年育成的转基因生物，属转基因抗虫棉杂交一代种。
DTARI028,咖啡##林业##植物##经济作物,基本信息/DTARI028 编辑 			 		作物名称:小粒种咖啡（Coffea arabica L.）品种名称:DTARI028审定编号:滇R—ETS—CA—005—2006选育单位：云南省德宏热带农业科学研究所选育人：李文伟、周华、邢正秀、张洪波 、钏相仙 、李锦红、赵云翔。  特征特性/DTARI028 编辑 			 		小粒咖啡卡蒂姆高世代品种，植株中等矮生，树型紧凑、分枝多、果节短、生势旺盛，副性状稳定，树冠顶芽嫩叶翠绿色，整株叶色浓绿色，株形圆柱形，产量表现比卡蒂姆CIFC7963稍高。该种质抗锈病及苦腐病，耐旱、耐寒、高产，大小年现象不突出，并对咖啡旋皮天牛及虎天牛为害有一定的抑制作用，且适应种植。  产量表现/DTARI028 编辑 			 		该品种是属于高产稳产的品种，在不同生态类型区的试种结果证明只要按照丰产栽培技术措施种植，一定会获得较高产量，平均亩产150公斤以上。1、保山潞江坝新城青年农场1999年6月定植50亩，该地无荫蔽，旱季有水灌溉，管理水平、施肥水平中上，2001年挂果，2001/2002年度平均亩产260公斤，2002/2003年度平均亩产335公斤，2003/2004平均亩产314公斤，三年平均亩产303公斤，产量比铁毕卡、波帮高89%（铁毕卡、波帮平均亩产160公斤）。2、德宏热作所1999定植20亩，无荫蔽、无水灌溉，施肥水平、管理水平中等，2001/2002年度平均亩产86公斤，2002/2003年度平均亩产310公斤，2003/2004平均亩产234公斤，三年平均亩产210公斤，产量比S288高40%（S288平均亩产150公斤）。3、思茅地区普洱县咖啡公司盖田咖啡基地1998年7月定植50亩，立地环境无荫蔽，管理水平、施肥水平中等，但土壤肥力较高，2000年开始挂果，2001/2002年度平均亩产345公斤，2002/2003年度平均亩产360公斤，2003/2004平均亩产297公斤，三年平均亩产334公斤，产量比PT高67%、P4高109% （PT平均亩产200公斤，P4平均亩产160公斤）。  栽培要点/DTARI028 编辑 			 		田间管理措施适用一般小粒种咖啡的管理方法，繁殖方法：采用种子繁殖，选择5年生优良母树，采充分成熟，果形正常、饱满、大小基本一致，具有两粒种子果实作种，采用沙床催芽，塑料袋育苗。 宜林地的选择年平均气温 19～21℃年，年≥10℃的积温大于6800℃，最冷月均温>11.5℃，绝对最低温在1℃以上，最冷月均温≥ 11.5 ℃，月均温≤13℃的月份在两个月以上内，极端最低一般年份在0℃以上，个别年份出现－1℃或短暂－2℃的地区。海拔1200m以下，年降雨量≥ 1100mm ；土壤以肥沃的壤土为好，土壤疏松，排水良好， PH 值 6～6.5，坡度小于25°的阳坡缓坡地、台地种植，避免种在冷空气易于沉积的凹地。 林地开垦咖啡是长期经济作物，林地开垦必须从长计议，做好规划，开垦前必须做好道路、工棚、肥水池设计。林地开垦时，应选留好荫蔽树，使定植后的咖啡林地有30—40%的荫蔽，以后再调整到20—30%，规划设计中必须做好水平梯田梯地的规划开垦，这是做好水土保持的首要工作，也是为定植后田间管理带来便利与否的重要工作。开沟挖槽，规格为上口宽×深×底宽60×50×40cm，于11月至翌年3月底前开垦。 施足底肥每亩3000—4000kg优质有机肥，磷肥80—120kg于定植前15天回穴（有机肥、磷肥和土拌匀后施入定植沟内）。 壮苗定植选择苗木生势健壮，接近分枝或3对分枝，主杆粗壮，茎粗0.4cm以上，无弯根的苗定植。对有水浇灌地可提早定植（2—3月），定植行距视地势环境而定，通常采用亩植330—420株。 水肥管理追肥管理：幼龄期株平均施肥量为有机肥3—5kg，钙镁磷50g，尿素100g，复合肥50g。成龄投产株平均施肥量为有机肥7—10kg，尿素100g，复合肥150g，钙镁磷50g，硫酸钾150g。结合生长期、花期、壮果、越冬肥3—5次施入。如果发生缺乏微量元素症时需注意补偿施入。水利灌溉：咖啡属浅根性作物，其开花季节正值我省旱季，田间土壤水分和大气湿度严重影响开花的质量，花器发育、幼果的形成。水分充足，开花一致，座果率高，果实成长发育好，反之则差，甚至引起枯枝稍，定植的幼树会因干旱而整株枯死。建议各发展新区应选择水源较方便的地方，尽力创造条件解决沟灌、提灌设施。 荫蔽树和地面覆盖咖啡属半荫蔽性树种，建议建立适度的荫蔽度30—40%。我省种植咖啡的立地环境，一般解决水利灌溉较为困难，需水季节正值枯水季节，也是与其它作物争水的季节，完全依赖灌水来满足咖啡田间需水不是一件容易办到的事情，必须在雨季刚结束后及时松土，采用地面死物覆盖和地膜覆盖（幼龄期）。 修枝整形采用单杆或双杆不整形，剪除多余直立枝，保留健壮的一分枝和适量的二、三、分枝，除去病弱乱枝，保持树体通风透光。 病虫害防治主要是虫害防治，定植后前三年主要是防治咖啡旋皮天牛和木蠹蛾，采用长效杀虫剂涂干、喷干防治，每年5—7月进行。成龄咖啡园主要防治咖啡灭字虎天牛，采用药物喷干防治（4—9月）。适当通过荫蔽，施肥增强树势。收果后修除虫害枝干集中烧毁，清除咖啡园周围野生寄主，监防咖啡根粉蚧和绿蚧虫为害。 除草松土保持植咖啡带营养面清洁，有草必除，雨季结束时进行全园浅松土。 及时采收做到红熟果及时采收。 采用湿法加工宜地选择，深槽多肥，壮苗定植，合理密植，适当荫蔽，营养诊断，配方施肥，水利灌溉，修枝整形，除草松土，死物覆盖，病虫防治，果熟采收。  推广区域/DTARI028 编辑 			 		小粒种咖啡DTARI028在云南省咖啡种植区的德宏、保山、普洱、临沧等地进行推广种植，共计推广面积达1000多亩。  适宜区域/DTARI028 编辑 			 		年平均气温 19～21℃年，年≥10℃的积温大于6800℃，最冷月均温>11.5℃，绝对最低温在1℃以上，最冷月均温≥ 11.5 ℃，月均温≤13℃的月份在两个月以上内，极端最低一般年份在0℃以上，个别年份出现－1℃或短暂－2℃的地区。海拔1200米以下，年降雨量≥ 1100毫米；土壤以肥沃的壤土为好，土壤疏松，排水良好， PH 值 6～6.5，坡度小于25°的阳坡缓坡地、台地种植。
安溪铁观音茶,旅游##植物##生物##经济作物##自然,安溪是福建省泉州市辖县，中国茶叶基地之一。县府驻凤城镇。五代南唐置清溪县，宋改为安溪县。县境位于戴云山脉东南坡。地形以湖头—石坪为界，可分为：西部（内安溪）为戴云山脉的主体部分，地势高峻；东部（外安溪）以低山、丘陵为主，并镶嵌有若干向东南开口的马蹄形盆地。西溪自西北流向东南，在盆地内的沿溪两岸，发育了一片冲积平原，为主要农耕地区。西部气候属中亚热带，东部属南亚热带。粮食作物以水稻为主。安溪茶园面积约0.67万公顷，居全省各县市首位。盛产乌龙茶，其珍品“铁观音”远销30多国家和地区。
白银豆,经济作物,“白银豆”因豆粒洁白无瑕，种皮薄，所含淀粉细腻，容易煮烂，营养丰富，清香可口，博得广大群众的喜爱，故被称为银豆。 　　“白银豆”远产南美热带，喜阳光，但也很怕热，也耐荫，在20-26度的气温下植株生长发育最好，若在32度以上往往发生落花现象，并结荚短小。温州郊区农家多利用屋前屋后的半荫隙地，适量栽种，以增加收入。“白银豆”品质优良，豆粒呈肾脏形而美观，宴席上也常常少不了它，如制成豆羹，再撒上一李瑞环花和青果丝，则白、黄、青各色相间，色、香、味俱全，其经济价值远胜于其它豆类。 　　现在已向远郊邻县瑞安市的马屿、荆谷、白门、梓岙、丽岙，永嘉县的江北、桥头、黄田、上塘等地发展。
华蝉,橡胶##经济作物,1、华蝉/华蝉 编辑 			 		　　华蝉(Sinosemia shirakii Matsumura)， 属华蝉属(Sinosemia Matsumura)，螂蝉族(Pomponiini)，蝉亚科(Cicadinae)，蝉科(Cicadidae)，该虫是我国的 　　特有种。  2、主要形态特征/华蝉 编辑 			 		　　雄虫体长2．95 C1T1，翅长3．8cm；雌虫体长3．0 cl&#039;n，翅长3．9 C1T1。头胸部橄榄绿色，后唇基球状突出，喙管末端达后足基节，前胸背板前方两侧各有一个小齿突，中胸背板从前端伸出7条黑色纵纹，中央的一条长达x隆起前，最外一对大而弯曲，后端达x隆起前臂，有时间断。前后翅透明，前翅第2、3端室基横脉处有烟褐色斑点。腹部红褐色，腹面被白色蜡粉，背瓣浅绿褐色，内侧有较大的缺刻，使鼓膜部分外露。 　　该虫以吸取橡胶树的汁液为生，每年3～5月为成虫发生期。根据树上的蝉蜕调查，最多的一株树上有蝉蜕10多只。由于蝉科的若虫生活在土下不易观察，因此对其生活史还不明确。在近年调查中发现，该虫对橡胶树RRIM107、RRIM600等品种的危害无选择性。随着橡胶树的大面积垦荒种植，胶林成片相连，为该虫的扩散传播提供了有利的环境。目前，该虫仅在局部地区发生危害，但有逐步扩散的趋势。如果任其自然发展，今后有可能发展成橡胶树的主要害虫。
大马士革三号玫瑰,农业##园艺##植物##经济作物,玫瑰品种达7000多种，但真正可以提炼精油并达到玫瑰精油世界标准的只有两个品种：大马士革玫瑰和千叶玫瑰。中国批量种植的“大马士革玫瑰”有两部份，一是从多个杂交品种选育出来的大马士革No.01玫瑰，另一个是在大马士革玫瑰源产地保加利亚选种、于2002年引入中国繁苗成功的大马士革Ⅲ玫瑰。
凤阳烤烟,农业##烟草##特产##经济作物,风阳烤烟是安徽凤阳比较出名的香烟，属浓香型，颜色金黄，醇化性好，久储不退色，味醇和，燃烧性能好，先后出口到世界多个国家。凤阳烤烟是安徽烤烟乃至全国烤烟的代表，曾以“香气浓郁，吃味醇和”享誉国内。
白罗莎里奥葡萄,经济作物##葡萄,"品种原名/白罗莎里奥葡萄 编辑 			 		　　Rosario Bianco  品种来源/白罗莎里奥葡萄 编辑 			 		　　由日本植原葡萄研究所于1976年由Rosaki Alexandria杂交培育而成。1987年8月注册登录，登录号为第1405号。1986年，中国科学院植物研究所北京植物园从日本引入我国。 　　白罗莎里奥葡萄  植物学性状/白罗莎里奥葡萄 编辑 			 		　　嫩梢黄绿色，无绒毛，有光泽，梢尖开张。幼叶黄绿色，带橙黄色晕，上表面有光泽。成龄叶片肾形，中等大，较薄，光滑，上、下表面均无绒毛。叶处3或5裂，上裂刻深，基部扁平或圆形；下裂刻浅，基部平。锯齿多为圆顶形。叶柄洼开张椭圆形，基部圆形。新梢生长直立，新梢节间背侧紫红色，腹侧绿色。枝条横截面呈圆形，一年生成熟枝条黄褐色。两性花。二倍体。  果实性状/白罗莎里奥葡萄 编辑 			 		　　果穗多为圆锥形，穗长17-21厘米，穗宽12-15厘米，穗重600-750克，最大可达1500克。果穗大小整齐，果粒着生中等。果粒短椭圆形，纵径2.3-3.7厘米,横径2.3-2.8厘米，单粒重8-10克，最大粒重13克，最大粒重14克。果皮呈绿黄色至白黄色，皮薄但强韧，不裂果，果肉紧脆，果汁多，绿黄色，味甜有淡玫瑰香味。可溶性固形物含量为20%-21%，含酸量低。每果粒含种子1-4粒，多为2粒。种子梨形，中等大，褐色，喙中等长而较尖。种子与果肉易分离。无小青粒。鲜食品质上等。  生长结果习性/白罗莎里奥葡萄 编辑 			 		　　植株生长势极强。隐芽萌发力差，芽眼萌发率为60-70%，枝条成熟度好，结果枝占芽眼总数的80%，每果枝平均着生果穗数为1.22-1.42个,夏芽副梢结实力强，正常结果树产果20000㎏/hm2。在江苏张家港地区，4月上旬萌芽，5月下旬开花，9月上旬果实成熟。从萌芽至浆果成熟需137-153天，此期间活动积温为3165.3-3499.4。浆果晚熟。该品种为二倍体欧亚种，其抗逆性虽不如欧美种强，但在欧亚种葡萄中是抗性较强的，在避雨栽培条件下，病害发生较为轻微。  栽培要点/白罗莎里奥葡萄 编辑 			 		　　不宜露地栽培，应采用避雨栽培或大棚栽培。因植株生长势强，栽培架式可选用高宽垂架、水平棚架或双十字V形架。萌芽后去除双头芽、弱芽、过密芽，亩留结果枝2200-2500根，花前去副穗，并掐去1/5穗尖，同时应疏去多余花穗，平均每结果枝留1.2个花穗，全园第一朵花开时，对结果枝花序上留7-8叶摘心。营养枝12叶摘心。结果枝第一次摘心后，留顶副梢，其余副梢全部抹除，顶副梢生长至4叶摘心，其余副梢全部抹除。坐果后及时疏去无核果、病果、畸形果、过密的果，加速幼果迅速膨大，疏果后及时套袋。该品种花芽分化极好，冬季修剪以中、短梢混合修剪为主，更新枝留1-2芽超短梢修剪。萌芽前10-15天，亩施尿素10千克加三元复合肥10千克，有条件的用0.5-1.0%尿素水溶液浇根，促使萌芽整齐；谢花后，亩施三元复合肥15千克，硫酸钾千克，尿素5千克（如长势很旺的树可以不施，三元复合肥选用高氮型）；间隔10-15天，亩施三元复合肥20千克，硫酸钾15千克；软化初期，亩施硫酸钾10千克，磷肥25-50千克；果实采收后，可以酌情施用少量速效化肥，以利于恢复树势。10月上中旬结合深翻秋施基肥。"
红宝石葡萄,经济作物##葡萄,红宝石无核红宝石葡萄是美国加利福尼亚州采用皇帝与Pirovan075杂交培育的晚熟无核品种，欧亚种。1987年引入我国。
红旗特早玫瑰葡萄,水果##经济作物##葡萄,红旗特早玫瑰葡萄系山东省平度市红旗园艺场高级农艺师谭世廷同志，于1996年在玫瑰香葡萄园中发现单株芽变品种。
进口番茄粉,经济作物,进口番茄粉是杂交一代粉红番茄品种，无限生长，植株生长旺盛，无早衰现象。
晋油7号,植物##种子##经济作物,晋油7号，是山西省农科院棉花研究所从1754品系中选择丰产性好、抗逆性强、成熟早的单株经两年连续辐射系选而成。适宜在山西、河南、陕西等黄淮地区的水、旱地及海拔700-800米的旱垣、山区种植，是生物学植物系统分类中被子植物门下一个的物种名称。
