title,openTypeList,detail
峨嵋竹叶青,绿茶##茶叶##茶学##茶的种类,峨眉竹叶青外形扁平光润，挺直峨眉竹叶青秀丽，色泽嫩绿油润，香气清香馥郁，汤色嫩绿明亮，滋味鲜嫩醇爽，叶底嫩匀。
大茶门,茶学,武夷自古茶盛，民间种茶人众，岩茶以其独特厚重之岩骨花香称雄南北，个中臻品专供朝廷尊享。清末宣统年间，时局震荡，民不聊生，茶收颇丰然行销惨淡，中有制茶人谭公，欲解同乡疾苦，于福州首开茶铺专售岩茶，取名「大茶门」。
广东茶文化,茶学##茶文化,"简介/广东茶文化 编辑 			 		　　广东茶文化是中国四大茶文化系列之一。据《广东新语》说，广东种茶自唐始，唐代曹松把茶种移植到南海西樵山，便拉开了广东茶文化的序幕，广东特定的地理、气候条件以及经济发展状况，决定了广东人爱饮茶以及广东茶文化的特点。广东茶文化包括茶叶品评技法、艺术操作手段的鉴赏、品茗美好环境的领略等整个品茶过程的美好意境。其过程体现形式和精神的相互统一，是饮茶活动过程中形成的文化现象。它起源久远，历史悠久，文化底蕴深厚，与宗教结缘，有的地方把饮茶品茗作为一种艺术享受来推广。当前，在广东茶文化的领域里掀起了一股新的天然保健茶的潮流——益康缘,普洱茶、绿茶、红茶、英德茶、潮州茶、罗浮山茶、功夫茶、天然茶。  起源/广东茶文化 编辑 			 		　　广东地处亚热带，日照长、气温高、流汗多，人们需要通过饮食来补充大量的水分。饮茶同喝水一样，首先是人类生存的需要。随着社会经济的发展，茶文化的内涵不断丰富，入明以来，广州“茶市”与潮州“功夫茶”，这两朵岭南茶文化的奇葩破绽而开。至清代，广东茶文化进入第一个兴盛期，在茶市、茶馆、茶具、用茶方式，以及人们对茶的品味的文化心态等方面，均达到空前水平。 　　清康熙、雍正年间，一些记述广东风土人物的著作，大都谈到“茶”。较早的如屈大均的《广东新语》明确指出，“西樵号称茶山，自唐曹松移植顾渚茶其上，今山中人率种茶”，曹松是唐代舒州（今安徽潜山）人，曾南游广州，在西樵山停留时，把浙江顾渚名茶传入岭南。屈大均还列举广东茶的产地，如广州的河南三十三村、西樵山、鼎湖山、罗浮山、潮阳凤山、琼州等。继而有范端昂的《粤中见闻》，附和屈大均的看法。雍正十年（1732年），曾任广东按察使的张渠（河北武强人），在《粤东闻见录》中虽认为，“大抵粤茶不及闽中”，但同时指出广东并非不产茶，除人们常用的广州河南茶外，还有珍品如“肇庆之鼎湖茶，韶关之观辣树茶，惠州之罗浮茶，化州之琉璃茶”等。事实上，广东素来产茶，而且茶的生产发展颇快，近代广东已有茶叶出口，广东人“嗜食茶”，成为茶叶生产发展的内在动力，而茶叶的丰富，又为广东茶文化的发展提供了可靠的条件 　　广东茶文化，其产生与发展由特定的地理气候条件所决定，同时也是广东经济与文化发展所使然。渴，需要喝水，这是人的本能，但人们对喝水的要求却随社会的发展而提高，由生存的需要，到追求舒适和享乐，人们也就从喝生水，到喝白开水，再到喝茶，广东的茶文化的产生同其他地区的茶文化一样有着相同的原因。然而，由于广东的东南沿海一带商业活动的频繁，茶文化显得更加发达而富于特色，明清以后尤其如此。广州人的“饮早茶’与潮州人的“功夫茶”，便是广东社会文化生活中重要的文化现象。  广东人饮茶习惯/广东茶文化 编辑 			 		饮茶　　“喝茶”在广东话里称作“饮茶”，毛泽东有“饮茶粤海未能忘”诗句。广东人爱“饮茶”，茶文化既是民俗文化，又是饮食文化。在广东，民间以茶相待已成为一种礼节，如有客到，第一件事便是奉上一杯“靓茶”，第一句话是“请饮茶”，以此表示主人的热情、友好和礼貌。由于岭南自古具有“重商”的价值取向，“饮茶”也从家庭走向市场，使广东的茶文化具有较浓的商品经济的特色。广东较早出现人们聚集饮茶的居所，如茶室、茶馆、茶寮、茶居、茶楼等，名目繁多、形式各异。至清代，广东的茶市渐趋兴旺，出现一批颇具特色的茶楼。民国时期，广东茶市的兴旺势头有增无减，经久不衰。饮早茶　　是广东茶文化最具特色的重要内容。早茶习惯，遍于各阶层，上至达官贵人，下至车夫“苦力”；饮茶去处遍布城市乡镇，广东茶楼之多可为全国之最。 　　“早茶”突出体现岭南文化“早”的特色。岭南，春早；岭南人。起早，正是特定的地理气候环境使广东人养成了早起的习惯，与之相应的有“趁早墟”（赶早集）、“饮早茶”的习惯。广东人“饮早茶”，早得出奇，凌晨4点来钟起床，步行到茶馆，“一盅两件”（一壶茶、两件点心），慢慢“叹”（好好地享受）。饮茶配以点心或炒粉、面，这是广东早茶的特点，也是广东茶系异于 　　其他茶系的突出之处。中国人喝茶大都就茶喝茶，没有佐食，而广东人却不然，饮茶总配以点心。其原因不知是由于光喝茶太单调，还是由于气候炎热不喝茶吃点心难以下咽，也不知从何时开始，广东人开始有了这种习惯，是否受到西方饮食的影响，也无从考究。  　　明清以来，由于商品经济的发展，饮茶更为普遍，茶市兴旺。商品经济给人们带来的首先是竞争，而竞争的关键是能否节省时间；虽然广东人并不能在理性上认识 “时间就是金钱”，但实际上却不得不加快生活节奏，传统的时间观念开始改变，“日出而作，日落而息”的老观念被动摇，人们处处珍惜时间，饮食中“饮早茶”正是合乎“惜时”的原则。“饮早茶”是利用工作之空暇，喝茶，清洗肠胃；吃点心，喂饱肚子；聊天，沟通信息，联络感情；大清早漫步至茶居（茶楼）吸收了新鲜空气，锻炼了身体，可谓一举而多得，精明的广东人何乐而不为。茶、茶点、茶楼　　广东人饮早茶，注重好茶，也注重配茶的点心与茶楼的环境。清代的茶楼，茶台上摆有茶盅、茶盅盖和茶杯，点心糖果放在茶台旁的小窗橱里，由茶客自取，吃完再结帐。 　　广东人多爱饮龙井、观辣、水仙、普洱、红茶等。广东茶楼所供应的点心，开始时较为简单，仅有蛋卷、薄饼、酥饼之类。近代以来，广东成为中西文化交融的窗口，广东的茶楼也接受了西方传进的点心，如各种面包，蛋糕等。民国时期，茶楼的点心出现多样化趋势，增加了各种富有岭南特色的包点，以及岭南特有的用肉类制作的“烧卖”，如豆沙包、麻容包、椰容包、叉烧包、腊肠卷，以及排骨烧卖、干蒸烧卖等。广东的配茶点心，由简单到丰富多彩，不仅体现广东人饮茶有着丰富的文化内涵，而且标志着广东茶文化逐渐进入兴盛时期。二十世纪初，广东配茶点心愈来愈丰富，茶市的竞争也愈来愈激烈。广东点心，兼收中西点心制作之优长，而形成自身的特色，主要特点是：选料广博，造型独特，款式新颖，制作精细，皮松屑薄。茶点，也成为广州美食的重要组成部分 　　广东人饮茶，讲究环境。广东人称茶楼作“茶居”，有不同的档次。上乘茶居，门户金碧辉煌，室内字画高挂，瓷盅沏名茶，配以高级点心，名伶演唱，此为达官贵人的去处；较低层的茶居、茶寮、炒粉馆，不设茶盅，用瓷茶壶，消费水平较低，薄茶足以解渴，闲聊可以沟通信息、联络感情、消遣与歇息。广东的茶市，从来就十分兴旺，大清早就人声鼎沸，熙熙攘攘，即使在抗战时期也不中落，可见“饮茶”已成为广东人饮食文化生活中不可少的部分。  广东人的吃茶八步法/广东茶文化 编辑 			 		　　潮州茶文化是广东茶文化的又一重要系列，而尤以“功夫茶”为著称。“功夫”，本为茶名（一种中等茶），后演化为烹茶方法。《清朝野史大观。清代述异》称：“中国讲求烹茶，以闽之汀、漳、泉三府，粤之潮州府功夫茶为最。”潮州功夫茶，起于明代，盛于清代，成为潮州地区饮茶习俗的文化现象，是潮州饮食文化的重要组成部分。 　　潮州功夫茶，以茶具精致小巧、烹制考究与以茶寄情为特点。据翁辉东《潮州茶经》称：“功夫茶之特别处，不在茶之本质，而在茶具器皿之配备精良，以及闲情逸致之烹制法。”功夫茶一般不用红茶和绿茶，而用观音、观辣等，不必要上等茶，茶叶远没有茶具讲究。　 　　功夫茶的茶具，往往是“一式多件”，一套茶具有茶壶。茶盘、茶杯、茶垫、茶罐、水瓶、龙缸、水钵、红泥火炉、砂姚、茶担、羽扇等，一般以12件为常见，如12件皆为精品，则称“十二宝”，如其中有8件为精品，或4件为精品，则称“八宝”或“四宝”。 　　功夫茶之功夫，全在茶之烹法，虽有好的茶叶、茶具，而不善冲，也全功尽废。潮州功夫茶的烹法，有所谓“十法”，即活火、虾须水、拣茶、装茶、烫盅、热罐、高冲、盖沫、淋顶与低筛。也有人把烹制功夫茶的具体程序概括为：“高冲低洒，盖沫重眉，金鸡拾米,关公巡城，韩信点兵。”或称“八步法”。　八步法治器　　——冲茶前的准备工作，从起火到烧开水，冲烫茶具；纳茶　　——将茶叶分粗细后，分别把茶叶装入茶壶，粗者置于底、中者置于中、细者置于上，茶叶不可装得太满，仅七八成即可；候茶　　讲究煮水，以“蟹眼水”为度，如苏东坡所说，“蟹眼已过鱼眼生”，初沸的水冲茶最好；冲点　　讲究“高冲”、开水从茶壶边冲入，切忌直冲壶心，以防“冲破茶胆”，茶叶冲散，茶沫溢出，可能把茶冲坏；刮沫　　冲茶时溢出的白色茶沫，先用茶壶盖刮去，然后把茶壶盖好；淋罐　　茶壶盖好后，即用开水冲淋壶盖，既可冲去溢出的茶沫，又可在壶外加热；烫杯　　在筛茶前，先烫杯，一可消毒，二可使茶杯升温，茶不易凉，也能使茶生香；筛茶　　讲究“低筛”，这是潮州功夫茶的特有筛茶方法，把茶壶嘴贴近已整齐摆放好的茶杯，然后如“关公巡城”般地连续不断地把茶均匀地筛洒在各个杯中，不能一次注满一杯，以示“一视同仁”，但一壶茶却必须循环筛酒以至于尽，即所谓“韩信点兵”多多益善。 　　功夫茶，不同于一般的喝茶，二者之异首先在于非同一般喝茶那样，大口大杯地喝，而是小杯小杯地品味，品茶之意与其说为解渴，不如说在品味茶之香，在以茶叙情；其次，功夫茶特别地讲究食茶的礼节，待茶冲完，主客总是谦让一番，然后请长者、贵宾先尝，杯沿接唇，茶面迎鼻，闻茶之香，一啜而尽。功夫茶这一套礼仪正是广东传统的“茶道”。  广东名茶/广东茶文化 编辑 			 		　　广东名茶有天然茶,益康缘,普洱茶、绿茶、红茶、英德茶、潮州茶、罗浮山茶、功夫茶等，其中天然茶以“绿色心情爽、天然又健康”为产品理念，以“促进营养均衡、提高免疫力”为产品特征，以观辣茎、观辣叶等为主要原料，配有独特秘方，严格按照国际卫生标准执行，采用天然植物，不但口感醇香，而且具有丰富的营养成分。 　　（一）广东韶关保健茶 　　广东韶关保健茶-观辣树茶集“营养+保健+养生”三者于一身，既能增强免疫力，排除体内垃圾和毒素，提神醒脑，又有降低血脂、血糖、胆固醇、脂肪肝、抗癌、抗衰老等功效，对肥胖、高血压、糖尿病、脂肪肝等病患者，以及长者、幼童、素食者和体质虚弱、易疲劳者都有很好的效果。 　　（二）英德红茶 　　英德红茶，产于广东省英德县。茶区峰峦起伏，江水萦绕，喀斯特地形地貌，构成了洞邃水丰的自然环境。大小茶场即建于地势开阔的丘陵缓坡上。属南亚热带季风气候，年均气温20.7℃；年均降水量1883.9毫米，年相对湿度79%；无霜期长，霜日不足十天；土层深厚肥沃，土壤酸度适宜，PH值4.5～5之间。所栽培的茶树以云南大叶与凤凰水仙两优良群体为基础，选取其一芽二、三叶为原料。经适宜萎凋、揉切、发酵、烘干、复制、精选等多道工序精制而成。  　　英红的花色与品质：产品分为叶、碎、片、末4个花色，各花色中文包含了不同等级的多个茶号。成品外形紧结重实，乌润细嫩，金毫显露，香气浓郁，滋味鲜爽浓强，汤色红艳明亮，叶底嫩匀红亮。其茶多酚含量超过35%，较一般品种多10%，对人体有良好的药效作用，如有收敛、杀菌、消炎、抗癌等功效。此外，咖啡碱、蛋白质、氨基酸，以及各种维生素及矿物质等含量丰富。该茶可凉热净饮，单独泡饮或加糖、奶调饮。  　　英红从1958年问世以来，经国际和国内茶叶专家评定，认为已达到国际红茶高级水平。1980年在全国红碎茶二套样评比中，名列前茅；1984年获商业部红碎茶评比之冠；1985年中国工业食品协会在江西南昌举办全国优质食品评选，英德华侨农场所产金帆牌1号红碎茶获国家优质产品银质奖。该茶已销往德国、英国、美国、波兰、苏丹、澳大利亚等40多个国家和地区。  　　（三）岭头单丛茶  　　岭头单丛茶，又称白叶单丛茶。该茶树品种原由饶平县坪溪镇岭头村茶农从凤凰水仙群体品种中选育而成。2002年4月第三届全国农作物品种审定委员会审定为国家级茶树良种。岭头单丛茶树属小乔木，中叶型，早芽种，分枝角度中等，叶长椭圆形，叶色黄绿，叶质柔软，生长快，产量高，品质优，适应性广，是当今广东省乌龙茶的当家品种，遍及全省各地，目前已扩展到福建、广西、湖南、海南等省。 　　岭头单丛茶素以香、醇、韵、甘、耐泡、耐藏六大特色而负盛名，具条索紧结，重实匀净，色泽黄褐光艳；内质香气甘芳四溢，蜜韵深远，附杯性强，汤色蜜黄，清新明亮，滋味醇厚，润滑舒畅，回甘力强而快，饮后有甘美怡神，清心爽口之感。 　　（四）凤凰单丛茶 　　凤凰单丛茶产于潮州市潮安县的名茶之乡凤凰镇凤凰山区，山内峰峦连绵，云雾弥漫，空气湿润。夏无炎热，冬无严寒，无处不宜茶，无处不产茶。凤凰单丛是从国家级良种凤凰水仙群体品种中选育出的优异单株，其成品茶品质优异，花香果味，沁人心脾，具独特的山韵。凤凰单丛茶有几十个品系与类型。据潮州凤凰茶树资源志介绍，凤凰茶具有自然花香型的79种、天然果味香型12种、其他清香型16种。用这些优异单株鲜叶制成的茶，如黄枝香茶、芝兰香茶、桂花香等乌龙茶，既是茶树品种名称，又是成品茶的茶名。凤凰单丛是我省极其宝贵的品种资源，这些名丛茶是勤劳聪慧的凤凰人民经过几百年的精心培植挑选出来的优良单株，分株采制而成的茶。 　　凤凰单丛茶内含物丰富，尤以芳香物质含量高。九五期间，笔者曾对凤凰单丛茶的内质主要化学成分、香气成分及品质特点等进行研究分析。结果是：水浸出物39.07%，醚浸出物11.01%，茶多酚29.03%，儿茶素125.01mg/g，氨基酸2.08%，咖啡碱2.01%；香气成分，共鉴定出104种化学成分，这104种成分中，其中醛类有4种、醇类有22种、碳氢化合物29种、酮类11种、酯类20种、酸类4种、含氮化合物5种、酚类3种、其它6种。这些物质其分子量多数属于高分子量化合物，其香气特征大多数属自然花香及果香型，而在沸点上，以高沸点的居多，低沸点的芳香物质相对少些。因此，感官审评上认为广东单丛茶香气馥郁清长，具独特的山谷香韵，耐冲泡。正由于此，冲泡单丛茶也就特别讲究冲泡方法，通常第一、二气泡香味清纯，三、四泡香馥味浓醇，五泡、六泡茶韵甘美，再泡幽香茶味犹存。此外，潮州单丛茶中尚含具有开发前景的有用物质。 　　（五）、石古坪乌龙茶 　　石古坪乌龙茶，产于潮州市潮安县凤凰镇的大质山山腰石古坪畲族村。种植约100多年的历史。石古坪乌龙茶植株属灌木型，枝势披展，分枝密，叶椭圆和卵圆形，锯齿细锐利，叶色深绿，叶薄质硬脆，芽头有茸毛，叶片有大叶、小叶之别，小叶制成的茶叶品质风味稍优于大叶。 　　石古坪乌龙茶既是茶树品种名，也是商品茶名称。石古坪乌龙茶采制工艺要求严格、精细，制茶原料要求做到三不采（即不采雨水叶、不采露水叶、不采太阳下山叶），鲜叶采摘标准以驻芽梢2、3叶（即中开面）为适。制作过程分为鲜叶、晒青、做青、杀青、揉捻、干燥、贮藏七道。 　　石古坪乌龙茶品质具有“三耐”特点。一耐即耐冲泡，冲泡十多次芬芳犹存；二耐即耐烘焙，采用文火慢焙，次数多，时间长；三耐即耐贮藏，成品茶一般贮藏1-2年，色、香、味依然正常。 　　小叶石古坪乌龙茶，外形美观细结，匀净，色泽乌绿鲜润；内质香气芬芳馥郁，含自然花香，汤色清澈亮丽，滋味醇厚鲜爽，饮后甘芳长留，山韵明显，叶底匀齐鲜亮，叶缘具一线红。　&#91;茶叶样品由兰学民提供&#93;　 　　大叶石古坪乌龙茶，外形粗实，完整，色泽尚匀润；内质香气清高尚郁，滋味甘醇，叶底明亮，耐泡性好。石古坪乌龙茶，以其优异的品质，在历届全国名优茶评比中，多次获得优质产品奖。2002年又荣获广东省第五届名优茶质量评比金奖。 　　（六）、西岩乌龙茶 　　西岩乌龙茶，创制于70年代，产于大埔县西岩山一带，这里自然条件得天独厚，山高多云雾，林木茂密，群山环抱，直射光少，多漫射光，相对湿度大，土质肥沃，适宜茶树平衡生长，芽叶肥壮，叶质柔嫩，叶色鲜绿，含有丰富的氨基酸及芳香物质等，因鲜叶内含物质丰富，为制好名优茶奠定了良好的物质基础。 　　西岩乌龙茶的茶树品种原为小叶种，抗性强，芽叶多紫色，成茶香气高长。20世纪60年代先后从饶平县、福建省引进岭头单丛、梅占、大叶奇兰和凤凰水仙等优良茶树品种，为适应国内外茶叶市场趋向高香型、中高档茶的需求，茶叶种植面积不断扩大，制茶技术不断的改进和提高，现大埔白叶单丛己占全县茶园面积六成以上，逐步取代了原来的小叶茶树品种。 　　西岩乌龙茶，加工工艺分为，鲜叶、晒青、做青、杀青、揉捻、干燥&#91;分初烘、团袋、复烘&#93;六道工序。高级西岩乌龙茶品质以香、甘、清、滑、醇五大特点，蜚声于世。西岩乌龙茶外形紧结稍卷曲，色泽乌绿匀润；内质香气馥郁持久，滋味醇厚爽口，回味甘滑，茶汤橙黄明亮，叶底绿腹红镶边，耐冲泡。1994年获广东省名茶评比金奖，1995年获中国第二届农业博览会金奖，2003年获第五届“中茶杯”全国名优茶评比金奖。  　　（七）、南华大叶奇兰茶 　　南华大叶奇兰茶，属乌龙茶类，产于广东兴宁市茶林场。选用灌木型，中叶类，迟芽种奇兰茶树品种的一梢2、3叶为原料，采制要求严格。制作过程分晒青、做青、杀青、揉捻、初烘、复烘，历时约13—14小时左右。 　　南华大叶奇兰茶一向以外观紧结匀整，色泽青褐光润；内质香气花香悦鼻，汤色橙黄明亮，滋味醇厚爽口，回味甘，叶底软亮等特点而受到省内外广大消费者的好评。1988年、1989年分别荣获广东省、农叶部优质产品奖称号，1991年获全国首颁“绿色食品”称号，2002年又获广东省第五届名优茶评比银奖。 　　（八）、三峰黄金桂茶 　　三峰黄金桂茶，属半发酵乌龙茶类，产于广东省兴宁市名茶示范场。用早芽种八仙&#91;又名大叶黄旦&#93;茶树品种鲜叶为原料制作而成。因其成茶花香显现，味浓耐泡，上市早，满足了消费者“尝新”的心理需求，而获得良好的经济效益及社会效益，故誉之为“黄金贵（桂）茶”。 　　三峰黄金桂茶，内含物丰富，据分析水浸出物40.58%，茶多酚31.58%，氨基酸2782.91mg/100g，醚浸出物2.09%，儿茶素总量129.31mg/g。制作工艺分鲜叶、晒青、凉青、做青、杀青、机揉、机烘、手工足干。成茶品质外形紧结匀净，色泽青褐光润，香气幽雅，花香显现，汤色金黄亮丽，滋味浓醇尚爽口，叶底黄绿明亮，红边显。 　　（九）、鸿雁金萱乌龙茶 　　鸿雁金萱乌龙茶，是省级名茶，产于广东省农业科学院茶叶研究所。选用台湾省茶叶改良场选育的优良新品种金萱（原名台茶12号）茶树鲜叶为原料，由科研人员精心研制而成。品质特点：外形紧结圆浑，似“绿色珍珠”，完整匀净，色泽绿润，香气具清柔的花香，微带奶香，汤色清澈亮丽，滋味鲜醇甘美，饮之幽香泌齿，清快爽适，叶底柔软，略显红边。该茶因其形美、质优、风味特殊受到广大消费者的喜爱，并取得良好的社会效益和经济效益。2002年广东省第五届名优茶评比荣获金奖。  　　（十）、龙星水仙香茶 　　龙星水仙香茶，产于广东省丰顺县谭山乡海拔1400多米高的鸡冠山区。水仙香茶，选用谭山水仙茶树品种一梢2、3叶为制茶原料，经过晒青、做青、杀青、揉捻、初烘、足干、拣剔、包装等工序精制而成。 　　茶叶外形紧结沉重，完整匀净，色泽青润，香气清高，花香细锐，汤色清澈明亮，滋味醇爽，口感甘鲜，叶底柔软匀亮，经多次泡饮，香味犹存。99年广东省名优茶评比获名优产品奖称号。2001年被指定为中华人民共和国第九届运动会专用产品。2002年广东省名优茶评比又获得银奖。  广东品茶内涵/广东茶文化 编辑 			 		　　广东茶文化是中华传统优秀文化的组成部分，其内容十分丰富，涉及科技教育、文化艺术 、医学保健、历史考古、经济贸易、餐饮旅游和新闻 出版等学科与行业，包含茶叶专著、茶叶期刊、茶与诗词、茶与歌舞 、茶与小说、茶与美术、茶与婚礼、茶与祭祀、茶与禅教、茶与楹联 、茶与谚语、茶事掌故、茶与故事、饮茶习俗、茶艺表演、陶瓷茶具 、茶馆茶楼、冲泡技艺、茶食茶疗、茶事博览和茶事旅游等廿一个方面。  广东茶学体系/广东茶文化 编辑 			 		　　●茶史学： 　　茶的起源，发现和利用，茶文化形成、发展、演变、特点及表现形式。 　　●茶文化社会学： 　　茶文化对社会各方面的影响，社会发展与进步对茶文化的作用和社会各阶层与茶文化关系。　 　　●饮茶民俗学： 　　历史和现代，各个地区和民族，城市和农村饮茶习俗。　 　　●茶的美学： 　　成品茶外形设计、名茶取名、茶包装设计及宣传广告等。　 　　●茶文化交流学： 　　国际国内研讨、茶文化展示、茶艺表演、少儿茶艺 、茶叶历史文化博览及茶事旅游。 　　●茶文化功能学： 　　茶文化资源、特性、历史茶文化和新时期茶文化、茶文化功能、茶文化对现代社会及精神文明建设作用等。  　　●茶文学： 　　通过诗词歌赋、散文、小说等形式表现出来的茶文化的文学形式。"
古代绿茶评级标准,标准##茶学##茶文化##质量管理##食品安全,古代绿茶评级标准是指按照茶叶的外形特征，把茶叶分为不同的等级，即莲心、旗枪、雀舌和鹰爪四个级别。这套评级标准，易于识别，安全可靠。
湖北黑茶,茶学##茶文化,湖北黑茶是湖北出产的青砖茶的总称。茶汁浓香可口，具有清心提神，生津止渴，暖入御寒，化滞利胃，杀菌收敛，治疗腹泻等多种功效，陈砖茶效果更好。
湖北和合永安农业发展有限公司,茶学##茶文化##茶的种类##茶道,湖北和合永安农业发展有限公司是一家集茶园基地、生产加工、品牌运营为一体的创新型茶叶生产企业。2011年于湖北宜昌成立，公司注册资本600万元，计划投入前期基地建设和前期品牌运营资金5000万元。目前，公司主要运营“万生堂”茶叶品牌，产品包括：春生（春季绿茶）、夏花（茉莉花茶）、秋香（桂花茶，秋季绿茶）、宜红工夫（红茶）、铁观音、普洱、大红袍共七大产品系列，26个品系，48款茶叶产品。
敬亭绿茶,绿茶##茶叶##茶学##茶文化##茶的种类,敬亭绿雪产于安徽省宣州市北敬亭山。敬亭绿雪形似雀舌，挺直饱润，色泽嫩绿，白毫显露，嫩香持久，回味甘醇。分为一、二、三共四个等级。饮评者有诗赞誉:形似雀舌露白毫，翠绿匀嫩香气高，滋味醇和沁肺腑，沸泉明瓷雪花飘。
泾渭茯茶,生活##茶叶##茶学,茯茶属六大茶类中的黑茶中特色产品，是后发酵茶，也是全发酵茶。原本是西北，哈萨克，蒙古等游牧民族地区特需商品。因在伏天加工，故称伏茶。以其效用类似土茯苓，美称为茯茶、福砖。由于系用官引制造，交给官府销售，又叫官茶、府茶。
骆耀平,教授##茶叶##茶学##茶文化,骆耀平，男，是一名教授，浙江省茶叶学会理事。
李瑞河,人物##企业家##台湾##经济人物##茶叶##茶学,"李瑞河，天福集团总裁,被誉为“世界茶王”、“两岸茶王”，现代中国茶文化创始者。1935年12月10日出生于台湾省南投植茶世家，祖籍福建漳浦。一九五三年创立台湾天仁集团，一九九三年，赴大陆开拓天福集团，培育了天仁茗茶、天福茗茶两大世界知名品牌，其中，天仁茗茶现为两岸首家茶业股票上市公司。而大陆的天福集团现有9家生产工厂，715家直营连锁店，还建立了位于漳州的全球最大茶博物院、位于福建厦（厦门）汕（汕头）高速公路天福服务区的全球最大高速公路服务区，还有位于四川的天福茶博物院第一分馆。此外，李瑞河创办的天福茶学院为全球首家茶专业院校。2000年，人民日报《时代潮》将其列为“时代人物”——世界茶王。由漳州市有关方面主持编纂的《漳州百年百杰》传记册中，李瑞河同张克辉、连战、连横等一同入选。"
手筑茯砖,茶学##茶文化##黑茶,手筑茯砖茶是安化黑茶的一种，因其经手工筑成砖形而得名。手筑茯砖茶内金花满布，花香饱满，汤色红亮，滋味醇和，具有祛油脂，助消化清肠道之作用，其品质优于一般茯砖。
